en|the call one of the bullet points said in capital letters do not congratulate Trump
en|also received a five minute oral briefing from his national security adviser Lieutenant General Herbert
en|Raymond McMaster who goes by H R Before McMaster delivered the briefing one of his
en|aides said to him The President is going to congratulate him no matter what you
en|say I know McMaster replied Trump takes pride in being impervious to the advice of
en|experts and he had no personal affection for his national security adviser McMaster who had
en|learned to pick his battles chose not to raise the matter of Putin s election
en|The President took the call alone in the White House residence but McMaster was listening
en|in on a so called drop line Sure enough Trump did not read or did
en|not heed the briefing card and congratulated Putin Watching a beleaguered Trump appointee struggle to
en|hang on to his job can feel like watching a tipsy cowboy on a bucking
en|mechanical bull By the standard set by his predecessor Michael Flynn who lasted all of
en|twenty four days McMaster was a survivor having kept his position for more than a
en|year H R is relentlessly positive a senior official who worked closely with him told
en|me but his ride with Trump had been bruising McMaster a decorated war hero has
en|joked to friends that his combat experiences compare favorably with his tour of duty at
en|the White House Trump s combination of bullheaded ignorance and counter suggestibility makes him singularly
en|difficult to counsel Before the President asked McMaster to become his national security adviser he
en|had offered the position to a retired vice admiral Robert Harward who turned it down
en|reportedly saying to friends that the job was a shit sandwich Obama and Biden won
en|Massachusetts with of the popular vote to Romney s and Ryan s thus winning the
en|state s eleven electoral votes despite the fact that Massachusetts is Romney s home state
en|and he had been Governor of the state from to However it is still the
en|best performance in the state by a Republican candidate since This was the first time
en|a presidential candidate lost his home state since Al Gore lost Tennessee in the election
en|Romney also became the first Republican candidate to lose their home state since Richard Nixon
en|lost his home state of New York to Hubert Humphrey in The election was the
en|next one when Republican nominee Donald Trump lost his home state of New York but
en|won the presidency Massachusetts has not voted for a Republican presidential candidate since It was
en|also the sixth straight election beginning in in which the Democratic presidential candidate swept every
en|one of the state s fourteen counties Consequently Romney became the first candidate since Theodore
en|Roosevelt one hundred years earlier to claim an electoral vote yet win no county in
en|his home state a The election also marks the third consecutive instance where a major
en|party s presidential candidate who considered Massachusetts as his home state lost this also happened
en|in and when Michael Dukakis and John Kerry respectively lost their bids The new developments
en|have put a stop to this In the company acquired Storvik Co in Norway In
en|August Ramboll bought privately owned UK based engineering firm Whitbybird At the time of the
en|acquisition Whitbybird employed people with offices throughout the UK and in Italy India and the
en|United Arab Emirates making this the largest acquisition made by the Ramboll Group since the
en|merger with Scandiaconsult in In March Ramboll bought privately owned UK based engineering firm Gifford
en|company Gifford also has offices around the world Also in March Ramboll acquired the power
en|engineering section of Dong Energy Dong Energy Power Later that year in July Ramboll Informatik
en|was divested to the Danish IT company KMD In Ramboll acquired US based global consultancy
en|ENVIRON adding more than environmental and health science specialists in countries The United States poet
en|laureate who has just been appointed to a second consecutive term and whose new collection
en|is Wade in the Water wrote a college application essay about Thoreau I was an
en|aspiring Transcendentalist from a young age What books are currently on your nightstand A tall
en|stack of books I am looking forward to reading and recently finished books I don
en|t want to let go of Akhil Sharma s A Life of Adventure and Delight
en|Valeria Luiselli s Tell Me How It Ends Xiaolu Guo s Nine Continents A Memoir
en|In and Out of China Tayari Jones s An American Marriage Tarfia Faizullah s Registers
en|of Illuminated Villages William Brewer s I Know Your Kind Fernando Valverde s Selected Poems
en|And Matthew Zapruder s Why Poetry Eve L Ewing s Electric Arches Jenny Xie s
en|forthcoming Eye Level Layli Long Soldier s Whereas and Nicole Dennis Benn s Here Comes
en|the Sun Who is your favorite novelist of all time I join the enormous chorus
en|of readers who have been most moved changed deepened and inspired by Toni Morrison But
en|I also have a deep visceral memory of the joy and exhilaration of reading Elena
en|Ferrante s Neapolitan novels a couple of summers ago And I find Jamaica Kincaid s
en|mind and voice utterly mesmerizing no matter what she is writing about Whom do you
en|consider the best writers novelists essayists critics memoirists poets working today Linda Gregg Kevin Young
en|Brenda Shaughnessy Mark Doty Marie Howe W S Merwin Colm Toibin Zadie Smith Tessa Hadley
en|Hilton Als and Claudia Rankine It s hard to put a period at the end
en|of that list but those are the first of many that come to mind And
en|I m truly ecstatic about new work by the current generation of black poets Morgan
en|Parker Donika Kelly Shane McCrae Danez Smith and others Continue reading the main story Race
en|Related An exploration of race and how it is lived today Supreme Court Weighs Claims
en|That Texas Voting Maps Discriminate Against Minorities APR Black Woman s Violent Arrest at Alabama
en|Waffle House Was Justified Police Say APR He Was My Baby Families Mourn Waffle House
en|Shooting Victims APR A Pope Given to Apologies Has Nothing for Indigenous Canada APR Easing
en|the Dangers of Childbirth for Black Women APR See More HMS Vanguard was one of
en|three St Vincent class dreadnought battleships built for the Royal Navy in the first decade
en|of the th century She spent her career assigned to the Home and Grand Fleets
en|Aside from participating in the Battle of Jutland in May and the inconclusive Action of
en|August several months later her service during World War I mostly consisted of routine patrols
en|and training in the North Sea Shortly before midnight on July at Scapa Flow Vanguard
en|suffered a series of magazine explosions She sank almost instantly killing of the men aboard
en|The wreck was heavily salvaged after the war but was eventually protected as a war
en|grave in It was designated as a controlled site under the Protection of Military Remains
en|Act and diving on the wreck is generally forbidden Did you read poetry as a
en|child What books made you fall in love with poetry The October revolution of in
en|Guatemala led to the election of Juan Jos Ar valo as President of Guatemala who
en|initiated reforms based on liberal capitalism Ar valo was an anti communist and cracked down
en|on the communist Guatemalan Party of Labour Partido Guatemalteco del Trabajo PGT The US government
en|was nonetheless suspicious that he was under the influence of the Soviet Union Ar valo
en|s defense minister Jacobo rbenz was elected president in Influenced partly by McCarthyism the US
en|government was predisposed to see communist influence in rbenz s government particularly after the legalization
en|of the PGT rbenz also had personal ties to some PGT members In rbenz began
en|an agrarian reform program that transferred uncultivated land from large landowners to poor laborers in
en|return for compensation In response the US based United Fruit Company which had large landholdings
en|in Guatemala intensively lobbied the US government for rbenz s overthrow Between and July Vanguard
en|took part in a test mobilisation and fleet review as part of the British response
en|to the July Crisis Arriving in Portland on July she was ordered to proceed with
en|the rest of the Home Fleet to Scapa Flow two days later to forestall a
en|possible surprise attack by the Imperial German Navy In August following the outbreak of World
en|War I the Home Fleet was reorganised as the Grand Fleet and placed under the
en|command of Admiral John Jellicoe On September the Grand Fleet was anchored at Scapa Flow
en|when the light cruiser Falmouth spotted a suspected German submarine provoking a panic across the
en|fleet Vanguard also spotted what was believed to be a periscope and opened fire but
en|the whole incident proved to be a false alarm Submarine scares such as this caused
en|the fleet to be briefly October to November based at Lough Swilly Ireland while the
en|defences at Scapa were strengthened On the evening of November the Grand Fleet conducted a
en|fruitless sweep in the southern half of the North Sea Vanguard stood with the main
en|body in support of Vice Admiral David Beatty s st Battlecruiser Squadron The fleet was
en|back in port in Scapa Flow by November Note The st Battle Squadron cruised north
en|west of the Shetland Islands and exercised their guns on December Four days later the
en|Grand Fleet sortied during the German raid on Scarborough Hartlepool and Whitby but failed to
en|make contact with the High Seas Fleet Vanguard and the rest of the Grand Fleet
en|made another sweep of the North Sea on December US President Dwight Eisenhower authorized a
en|Central Intelligence Agency CIA operation to overthrow rbenz code named Operation PBSuccess in August Within
en|the CIA the operation was headed by Frank Wisner who had worked in the US
en|intelligence services since World War II While preparations for Operation PBSuccess were underway the US
en|government issued a series of statements denouncing the Guatemalan government alleging that it had been
en|infiltrated by communists On June Carlos Castillo Armas a Guatemalan army Colonel in exile since
en|a failed coup in led an invasion force of men into Guatemala The invasion was
en|supported by a campaign of psychological warfare which presented Castillo Armas s victory as a
en|fait accompli to the Guatemalan people Worried by the possibility of a US invasion the
en|Guatemalan army refused to fight and on June rbenz resigned Subsequent activity The Grand Fleet
en|sortied on August to ambush the High Seas Fleet while it advanced into the southern
en|North Sea but a series of miscommunications and mistakes prevented Jellicoe from intercepting the German
en|fleet before it returned to port Two light cruisers were sunk by German U boats
en|during the operation prompting Jellicoe to decide to not risk the major units of the
en|fleet south of North due to the prevalence of German submarines and mines The Admiralty
en|concurred and stipulated that the Grand Fleet would not sortie unless the German fleet was
en|attempting an invasion of Britain or there was a strong possibility it could be forced
en|into an engagement under suitable conditions Vanguard was refitted in Rosyth in December Guatemala lies
en|southeast of Mexico in Central America A map showing the position of the Republic of
en|Guatemala in North America The actions of the United States resulted in international outrage Media
en|outlets across the world accused the US of sponsoring a coup to reverse rbenz s
en|agrarian reform in the interests of the United Fruit Company This criticism was influenced by
en|the coverage put out by media outlets in communist controlled countries but was repeated in
en|the media in countries that were US allies with Britain s Labour Party and the
en|Swedish Social Democratic Party joining in Latin American opposition to the US reached a new
en|peak author Daniel James stated that No one could recall so intense and universal a
en|wave of anti US sentiment in the entire history of Latin America Although people within
en|the US saw the coup as a triumph for US foreign policy CIA officials felt
en|that in order for Operation PBSuccess to be termed a success further action was needed
en|Thus the CIA was interested in finding documents that would allow it to portray the
en|administration of rbenz as being controlled by Soviet communists and thus to justify the coup
en|Due to the quick overthrow of the rbenz government the CIA believed that the government
en|and the PGT leaders would not have been able to destroy any incriminating documents and
en|that these could be analyzed to demonstrate rbenz s supposed ties to the Soviet Union
en|According to historian Nick Cullather Wisner hoped to expose Soviet machinations throughout the hemisphere The
en|CIA also believed that it could better understand the workings of Latin American communist parties
en|on which subject the CIA had very little information Although there had been an active
en|communist movement in Latin America since it had largely been clandestine and the CIA knew
en|little about the methods that parties like the PGT used The CIA hoped that PGT
en|records left behind in haste would enable its international Communism Division to reconstruct the party
en|s leadership and organizational structure and possibly do the same for other communist parties in
en|the region The CIA also hoped to exploit the aftermath of the coup to bolster
en|its own intelligence resources Wisner who was serving as Deputy Director for Plans at the
en|time of the coup hoped to recruit agents both from among communists who wanted to
en|defect and from other Guatemalans who might become a part of the new government In
en|Wisner s words he wished to identify people who can be controlled and exploited to
en|further US policy Furthermore the agency hoped to use the findings of the operation to
en|demonstrate the extent of Soviet influence for propaganda purposes and also to use the information
en|gathered to completely eliminate any communist influence in Guatemala I had a big reading textbook
en|in fifth grade which I d race ahead in and find to my great excitement
en|brief poems by poets like Emily Dickinson and Gwendolyn Brooks When I was growing up
en|my father had a series of books whose titles began The Works of Without making
en|a lot of fuss about them or worrying over the literal sense of them I
en|read sonnets by Shakespeare and poems by Poe and loved the feeling that those works
en|created in me I felt from an early age that poetry was something mysterious something
en|playful and lilting As I got older poems began to offer me new and life
en|changing ways of looking at the familiar world Was there a book of poems or
en|a poet in particular that inspired you to write Seamus Heaney s first book Death
en|of a Naturalist made me want to be a poet More than that it made
en|me want to be Seamus Heaney and I imitated him for a long time I
en|was his student as an undergraduate and that whole time I was at least in
en|my heart imitating him He was kind and generous enough to guide me gently toward
en|what he recognized as intimations of my own voice and subject matter Operation PBHistory was
en|a covert operation carried out in Guatemala by the United States Central Intelligence Agency CIA
en|It followed Operation PBSuccess which led to the overthrow of Guatemalan President Jacobo rbenz in
en|June and ended the Guatemalan Revolution PBHistory attempted to use documents left behind by rbenz
en|s government and by organizations related to the communist Guatemalan Party of Labour to demonstrate
en|that the Guatemalan government had been under the influence of the Soviet Union and to
en|use those documents to obtain further intelligence that would be useful to US intelligence agencies
en|It was an effort to justify the overthrow of the elected Guatemalan government in response
en|to the negative international reactions to PBSuccess The CIA also hoped to improve its intelligence
en|resources about communist parties in Latin America a subject on which it had little information
en|The first phase of the operation began soon after rbenz s resignation on June several
en|agents were dispatched to Guatemala beginning on July These included agents of the CIA and
en|the Office of Intelligence Research OIR The first phase involved the collection of documents from
en|sources including rbenz s personal possessions trade union offices and police agencies The ruling military
en|junta led by Carlos Castillo Armas aided these efforts Following a presentation made to US
en|President Dwight Eisenhower on July a decision was taken to accelerate the operation and the
en|number of people working in Guatemala was increased The new team members posed as unaffiliated
en|with the US government to maintain plausible deniability The operation helped set up the Guatemalan
en|National Committee of Defense Against Communism which was covertly funded by the CIA agents of
en|the committee became involved in PBHistory The team studied over documents in total and finished
en|processing documents on September PBHistory documents were used to support the CIA s existing operations
en|Kufire and Kugown which sought to track Latin American communists and to disseminate information critical
en|of the rbenz government Documents were also shared with the Kersten Committee of the US
en|House of Representatives which publicized PBHistory within the US The documents uncovered by the operation
en|proved useful to the Guatemalan intelligence agencies enabling the creation of a register of suspected
en|communists Operation PBHistory did not succeed in its chief objective of finding evidence that the
en|Guatemalan communists were being controlled by the Soviet government and was unable to counter the
en|international narrative that the United States had toppled the government of Jacobo rbenz to serve
nl|Het bedrijf werd in opgericht door de familie Weweler te Apeldoorn Aanvankelijk was het bedrijf
nl|een groothandel voor vervangingsonderdelen voor zware voertuigen maar vanaf werd besloten om in verband met
nl|toenmalige schaarste zelf bladveren te gaan produceren Hierdoor maakte Weweler een groei door en nadat
nl|het was overgestapt van het maken van mechanische vering op het maken van luchtvering was
nl|beursnotatie een feit In juli werd Weweler overgenomen door de VDL Groep gevestigd te Eindhoven
nl|Na de overname kwam het zwaartepunt bij Weweler niet zozeer op de vervangingsmarkt te liggen
nl|als wel op de eerste montagemarkt van de geproduceerde onderdelen Vanaf staat het bedrijf bekend
nl|als VDL Weweler Vanwege de be indiging van de bestuurstermijn van de huidige voorzitter is
nl|het Nederlands Letterenfonds op zoek naar een nieuwe voorzitter voor de Raad van Toezicht De
nl|nieuwe voorzitter leest graag een goed boek heeft in bredere zin affiniteit met letteren en
nl|cultuur heeft leidinggevende en bestuurlijke ervaring een relevant netwerk in politiek en openbaar bestuur en
nl|een goed gevoel voor governance Het Nederlands Letterenfonds is h t publieke fonds voor de
nl|Nederlandse en Friestalige literatuur en n van de zes door de Rijksoverheid ingestelde en gefinancierde
nl|cultuurfondsen In opdracht van de minister van OCW is het fonds verantwoordelijk voor het bevorderen
nl|van de kwaliteit en diversiteit in de literatuur en promotie in binnen en buitenland Het
nl|fonds geeft beurzen en subsidies aan schrijvers vertalers uitgevers tijdschriften en festivals en zet zich
nl|in voor een rijk en divers literair klimaat met oog voor literair erfgoed en de
nl|nieuwe ontwikkelingen in het boekenvak p vrijdagochtend maart om uur hebben negentien hoofdstembureaus in openbare
nl|zittingen de uitslagen bekendgemaakt van het referendum over de Wet op inlichtingen en veiligheidsdiensten Wiv
nl|Nog eens n hoofdstembureau heeft dit gedaan in een zitting op maart Het gaat om
nl|de uitslagen van de kieskringen waarin Nederland is opgedeeld De processen verbaal van de zittingen
nl|van de hoofdstembureaus staan als bijlagen onder dit bericht In de processen verbaal zijn per
nl|kieskring opgenomen het opkomstpercentage het aantal stemmen dat voor tegen of blanco is uitgebracht en
nl|het aantal ongeldige stemmen Ook bevatten de processen verbaal informatie over het aantal stemmen dat
nl|bij volmacht is uitgebracht Beeld Paul de Kler provincie Zuid Holland Openbare zittingen centraal stembureau
nl|De Kiesraad centraal stembureau stelt op basis van de processen verbaal van de hoofdstembureaus de
nl|offici le uitslag van het referendum over de Wiv vast in een openbare zitting op
nl|donderdag maart om uur in Nieuwspoort Den Haag Deze zitting kan via de livestream van
nl|Nieuwspoort worden gevolgd De uitslag van het referendum wordt direct na de zitting op de
nl|website van de Kiesraad geplaatst De Raad van Toezicht en de directeur bestuurder De directeur
nl|bestuurder is het gezicht en de vertegenwoordiger van het fonds verantwoordelijk voor beleid besluitvorming op
nl|subsidieaanvragen en de leiding over de organisatie van nu fte Hij weet zich gesteund en
nl|gecontroleerd door de Raad van Toezicht Uitgangspunt is dat de Raad moet kunnen vaststellen dat
nl|de directeur bestuurder in control is Bevoegdheden van de Raad zijn statutair vastgelegd en omvatten
nl|onder meer de goedkeuring van het meerjarenbeleidsplan begroting en jaarrekening De Raad van Toezicht fungeert
nl|ook als adviseur en klankbord De nieuwe voorzitter De Raad van Toezicht bestaat inclusief de
nl|voorzitter uit zes leden en komt minimaal keer per jaar bijeen Sfeer en wijze van
nl|omgang zijn prettig en professioneel De voorzitter die wij nu zoeken wil graag leiding geven
nl|aan de Raad van Toezicht en heeft voldoende tijd en affiniteit om ook naast de
nl|formelere vergaderkaders tijd vrij te maken voor de belangen en de vertegenwoordiging van het fonds
nl|Het fonds heeft een vacatieregeling De bezoldiging van de leden van de Raad van Toezicht
nl|valt onder de WNT Om de balans in de Raad in evenwicht te brengen willen
nl|wij vrouwelijke kandidaten nadrukkelijk uitnodigen om te reageren Meer weten of direct reageren Voor meer
nl|informatie over wie en wat wij zoeken kunt u contact opnemen met directeur bestuurder Tiziano
nl|Perez Wij zien uw belangstelling graag verwoord en voorzien van cv voor donderdag mei tegemoet
nl|U kunt uw brief richten aan het Nederlands Letterenfonds t a v de secretaris van
nl|de Raad van Toezicht mw Claudia Zuidema Postbus RB Amsterdam of mail vacature voorzitter letterenfonds
nl|nl De eerste gesprekken worden gevoerd in de middag van dinsdag vrijdag of woensdag mei
nl|Het fonds wordt graag gewezen op mogelijk geschikte kandidaten maar acquisitie naar aanleiding van deze
nl|vacature wordt niet op prijs gesteld In het bericht schreef Minassian dat de Incel Rebellie
nl|al begonnen is Incel is een afkorting voor involuntary celibacy een online beweging van mannen
nl|die vrouwen ervan de schuld geven dat zij celibatair door het leven gaan Ook verwees
nl|hij naar Elliot Rodger die in zes mensen doodschoot in het Amerikaanse Santa Barbara Rodger
nl|voelde zich eveneens afgewezen door vrouwen Jeugd Roos stamt naar eigen zeggen uit een artistieke
nl|familie een athe stisch nest Beide ouders zijn ondernemer vader was uitbater van speeltuin De
nl|Duinrand te Schoorl moeder was als styliste werkzaam in de reclamefotografie Roos groeide op in
nl|volatiele materi le omstandigheden Het ene moment zo herinnert hij zich ging alles voor de
nl|wind werden er auto s gekocht gingen we op wintersport en kregen we elke week
nl|een nieuwe jas Maar als het een slechte zomer was geweest en geen hond die
nl|speeltuin had bezocht was er helemaal geen geld niks Loopbaan Op zijn achttiende moest Roos
nl|van zijn ouders tegen zijn zin in Amsterdam gaan wonen vanwege zijn vervolgopleiding Na de
nl|voltooiing van zijn opleiding aan de Grafische School werkte hij vanaf enkele jaren bij een
nl|reclamebureau alvorens vanaf de School voor de Journalistiek te Utrecht te doorlopen In werd hij
nl|redacteur bij BNR Nieuwsradio waar hij tijdens het EK voetbal in de column Jan Roos
nl|geht s loss verzorgde Het daarop volgende seizoen kreeg hij een dagelijkse column over actuele
nl|thema s met de titel La Vie Jan Roos Op juni deed hij op BNR
nl|met Prem Radhakishun een radioverslag van een wedstrijd van het WK voetbal Hij nam op
nl|juli afscheid van BNR als voorbereiding op een overstap naar PowNed waarvoor hij het programma
nl|Echte Jannen met Jan Heemskerk voorheen met Jan Dijkgraaf presenteerde op NPO Radio Naast de
nl|presentatie sprak hij in dit programma wekelijks twee columns uit eentje als zichzelf La Vie
nl|Jan Roos en een stemimitatie van programmamaker Martin imek Hij was ook medewerker van het
nl|programma PowNews Vanaf februari tot het einde van het seizoen was Roos als verslaggever betrokken
nl|bij het nieuwe door Rutger Castricum gepresenteerde tv programma Studio Powned waar hij naar eigen
nl|zeggen de lullige dingetjes deed In deze gedaante werd hij in Nieuwe Revu omschreven als
nl|die rasprovocateur die arme huisvrouwen lastigvalt op de Huishoudbeurs Sinds augustus is Roos niet meer
nl|werkzaam bij PowNed Diezelfde dag begon hij bij het webforum GeenStijl als tv reporter Ook
nl|was hij campagneleider voor de actie GeenPeil een campagne van GeenStijl om door middel van
nl|een petitie met minimaal handtekeningen een referendum af te dwingen over het Associatieverdrag tussen de
nl|Europese Unie en Oekra ne Met bijna verzoeken lukte dit ruimschoots op april werd het
nl|Nederlands referendum over de Associatieovereenkomst tussen de Europese Unie en Oekra ne gehouden In de
nl|maanden voorafgaand aan het referendum voerde hij campagne voor een nee stem tegen het associatieverdrag
nl|wat ook de uitkomst van het referendum was Op augustus werd bekend dat Roos de
nl|nieuwe leider werd van politieke partij VoorNederland Bij de Tweede Kamerverkiezingen van behaalde VNL geen
nl|zetels Hij maakte op juni op zijn Twitter bekend dat hij zou stoppen als politiek
nl|leider van VNL vanwege onder meer het teleurstellende resultaat tijdens de verkiezingen Volgens Gibson waren
nl|de tien doden en vijftien gewonden die maandag vielen voornamelijk vrouwen De jongste vrouw was
nl|midden twintig de oudste begin tachtig Facebook heeft bevestigd dat het bericht door Minassian is
nl|geplaatst en heeft het inmiddels verwijderd Na een uitgebreide evaluatie besloot SIDN onlangs om het
nl|SIDN fonds de komende jaren te continueren Dit onafhankelijke fonds richtte SIDN een paar jaar
nl|geleden op met als doel de welvaart en het welzijn in Nederland te verhogen door
nl|een bijdrage te leveren aan de vergroting van de waarde van het internet voor de
nl|Nederlandse maatschappij en economie SIDN fonds startte in het voorjaar van en ondersteunde sindsdien bijna
nl|innovatieve projecten die bijdragen aan een sterker internet voor iedereen De directie van SIDN baseerde
nl|haar besluit op de evaluatie van de eerste jaar van het fonds en een positief
nl|advies van het bestuur van SIDN fonds Roelof Meijer algemeen directeur van SIDN SIDN fonds
nl|heeft zich ontwikkeld tot een professionele organisatie met een herkenbare en sterke positie in het
nl|veld Het heeft een groot aantal projecten gerealiseerd met indrukwekkende resultaten en effecten die goed
nl|aansluiten bij de ambitie om een sterker internet te realiseren Uit de evaluatie komt ook
nl|naar voren dat het fonds een duidelijke behoefte vervult in een vroeg ontwikkelstadium en bij
nl|de eerste implementatie en opschaling van goede idee n Daarnaast heeft het fonds een sterk
nl|en waardevol netwerk opgebouwd met zusterorganisaties partners en experts Sterke internetsector is fundament voor innovatief
nl|Nederland Volgens SIDN laat de evaluatie zien dat het fonds op een goede manier invulling
nl|geeft aan het realiseren van zijn missie en doelstellingen Daarmee draagt het fonds ook bij
nl|aan de doelstelling van SIDN om toegevoegde waarde te leveren voor de internetgemeenschap en daarmee
nl|voor het algemeen nut Een sterke internetsector is immers het fundament voor een innovatief Nederland
nl|voor de groei van ons welzijn en onze welvaart aldus Roelof Meijer Meer focus op
nl|doorgroei duurzame projecten met impact Het besluit om door te gaan met SIDN fonds maakt
nl|het mogelijk ook de komende jaren weer talrijke innovatieve projecten te ondersteunen die het internet
nl|versterken de kennis en vaardigheden van internetgebruikers vergroten of die creatief en innovatief gebruik van
nl|het internet stimuleren Valerie Frissen directeur SIDN fonds Nog meer dan tot nu toe het
nl|geval is besteden we daarbij aandacht aan de doorgroei van duurzame projecten met impact door
nl|middel van begeleiding coaching en op het leggen van goede verbindingen met experts financiers en
nl|andere fondsen in het netwerk van het fonds Ook het versterken van de betrokkenheid van
nl|de nl registrars bij het fonds staat hoog op de agenda Ten slotte willen we
nl|de komende jaren ook graag de resultaten van al die mooie projecten delen met de
nl|buitenwereld en daardoor krachtig uitdragen waar het fonds voor staat een sterk open en vrij
nl|internet voor iedereen Om Nederlandse inwoners in Caribisch Nederland indirect invloed uit te kunnen laten
nl|oefenen op de samenstelling van de Eerste Kamer wordt de Grondwet gewijzigd Ook moeten de
nl|Kieswet en het Kiesbesluit worden gewijzigd De wijziging van de Kieswet is inmiddels tot stand
nl|gebracht De Kiesraad onderschrijft in dit advies ter wijziging van het Kiesbesluit het uitgangspunt dat
nl|de leden van de kiescolleges de Eerste Kamerleden zoveel mogelijk op dezelfde wijze kiezen als
nl|de leden van de provinciale staten dat doen De Raad vraagt in zijn advies wel
nl|aandacht voor de vermelding van aanduidingen op de kandidatenlijst in andere talen Beeld Kiesraad De
nl|leden van de Eerste Kamer worden op dit moment gekozen door de leden van de
nl|provinciale staten die op hun beurt gekozen worden door de kiesgerechtigde Nederlanders die in een
nl|provincie wonen Nederland telt echter ook drie bijzondere openbare lichamen Bonaire Sint Eustatius en Saba
nl|Zij maken geen onderdeel uit van een provincie Het gevolg hiervan is dat Nederlanders die
nl|in het Europese deel van Nederland wonen indirect invloed hebben op de samenstelling van de
nl|Eerste Kamer terwijl Nederlanders die in het Caribische deel van Nederland wonen dat niet hebben
nl|Om deze ongelijkheid op te heffen is in een voorstel tot wijziging van de Grondwet
nl|bij de Tweede Kamer ingediend Dat voorstel regelt dat Nederlanders die in het Caribische deel
nl|van Nederland wonen het recht krijgen leden van kiescolleges te kiezen die op hun beurt
nl|kiesgerechtigd zijn voor de Eerste Kamer Het Altyn Asyr meer Nederlands Gouden Eeuw Meer is
nl|een groot kunstmatig meer aangelegd in Turkmenistan Turkmenistan bestaat voor meer dan uit woestijn met
nl|dit project wil de Turkmeense overheid het landschap in cultuur brengen en het land economisch
nl|en sociaal vooruit helpen Tegenstanders van het project wijzen vooral op mogelijke risico s voor
nl|het milieu en de spanningen die het project teweeg kan brengen in een regio met
nl|grote waterschaarste Doelstellingen In werden de werken in de Karakumwoestijn gestart De oppervlakte van het
nl|nieuwe meer zou km zijn en zou meer dan miljard m water bevatten Dit water
nl|wordt door verschillende irrigatiekanalen aangevoerd Op woensdag juli opende president Gurbanguly Berdimuhammedow tijdens een grootse
nl|ceremonie het eerste irrigatiekanaal waardoor het meer langzamerhand volloopt men schat dat het meer over
nl|jaar gevuld zal zijn Het hele project zou over zo n jaar voltooid zijn Als
nl|het project klaar zal zijn zou het volgens de president een oase zijn die vogels
nl|ander wild aantrekt Er zouden katoenvelden worden aangelegd Er zijn ook plannen met het befaamde
nl|Britse architectenbureau RMJM om er een groots vijfsterrenhotel te bouwen en architecturaal hoogstaande villa s
nl|rond het nieuwe meer te bouwen Het kunstmatig meer wordt gezien als een middel tegen
nl|toenemende desertificatie Kritiek Een grote groep milieudeskundigen ziet echter grote problemen in het project Zo
nl|zou het aangevoerde water in het meer veel pesticiden en chemicali n bevatten dat zodat
nl|de dieren planten de grond en de mensen in en rond het meer hier schade
nl|aan ondervinden Indien men het water zuivert ziet men nog problemen in het project Men
nl|verwacht dat heel veel water verloren zal gaan in de bodem of zal verdampen met
